,STATE,NAME,geometry
46206,OH,walgreens,POINT (-81.2486073 41.7260125)
46207,OH,walgreens,POINT (-81.4392045 41.6083851)
46208,OH,"walmart, wal-mart",POINT (-81.4447378 41.6405597)
46212,OH,walgreens,POINT (-81.3486472 41.3171141)
46216,OH,walgreens,POINT (-80.7177607 41.1830722)
46219,OH,cvs,POINT (-81.4676444 41.0838797)
46221,OH,"walmart, wal-mart",POINT (-81.6320355 41.1345139)
46229,OH,"walmart, wal-mart",POINT (-81.2995692 41.1562788)
46230,OH,walgreens,POINT (-81.3447534 41.2403522)
46232,OH,walgreens,POINT (-80.7623459 41.213421)
46233,OH,walgreens,POINT (-80.7822128 41.2651557)
46243,OH,"walmart, wal-mart",POINT (-80.6612614 41.1477103)
46250,PA,cvs,POINT (-80.0246199 40.3340244)
46255,PA,"walmart, wal-mart",POINT (-80.0961582 40.3868508)
46257,PA,cvs,POINT (-79.7243496 40.6228056)
46270,PA,walgreens,POINT (-79.9634028 40.5387151)
46271,PA,walgreens,POINT (-80.0540706 40.3467751)
46276,PA,cvs,POINT (-79.9705538 40.3431582)
46278,PA,cvs,POINT (-79.9596564 40.439227)
46281,PA,cvs,POINT (-80.0235654 40.3956412)
46290,PA,cvs,POINT (-79.8231706 40.4062848)
46298,OH,cvs,POINT (-81.5428542 41.531587)
46300,PA,cvs,POINT (-80.1243652 40.6825884)
46301,PA,walgreens,POINT (-80.0546939 40.6883845)
46306,PA,"walmart, wal-mart",POINT (-79.9464188 40.341791)
46312,PA,walgreens,POINT (-79.9394327 40.8733348)
46314,PA,"walmart, wal-mart",POINT (-79.8040923 40.5640759)
46321,PA,cvs,POINT (-80.2282061 40.588827)
46322,PA,cvs,POINT (-80.281797 40.6911652)
46324,PA,"walmart, wal-mart",POINT (-79.5421112 40.8146924)
46331,PA,walgreens,POINT (-80.0810981 42.097428)
46355,PA,walgreens,POINT (-79.8165982 40.4853188)
46362,OH,walgreens,POINT (-81.4720679 41.119661)
46367,PA,"walmart, wal-mart",POINT (-80.3013981 40.678679)
46384,PA,cvs,POINT (-80.14764 41.6399263)
46385,PA,cvs,POINT (-79.7072469 41.4282662)
46386,PA,cvs,POINT (-79.6727581 41.6274807)
46392,PA,"walmart, wal-mart",POINT (-79.7180579 41.3489646)
46397,PA,cvs,POINT (-79.5478984 40.1427103)
46401,PA,"walmart, wal-mart",POINT (-79.6989042 41.6333285)
46409,PA,walgreens,POINT (-80.3504966 41.013432)
46424,PA,cvs,POINT (-80.1283754 40.2730632)
46429,PA,walgreens,POINT (-80.1742953 40.2622994)
46432,PA,walgreens,POINT (-79.5788004 40.3046763)
46438,PA,cvs,POINT (-79.7580493 40.5531374)
46449,OH,walgreens,POINT (-81.6037424 41.463957)
46450,OH,walgreens,POINT (-81.6460406 41.4622646)
46452,OH,"walmart, wal-mart",POINT (-81.532702 41.4065977)
46454,OH,cvs,POINT (-81.4961829 41.5203505)
46455,OH,cvs,POINT (-81.4664392 41.5205279)
46456,OH,cvs,POINT (-81.527853 41.6094619)
46464,OH,cvs,POINT (-81.5346939 41.4867914)
46465,OH,cvs,POINT (-81.4381268 41.3847653)
46467,OH,cvs,POINT (-81.5376565 41.5008763)
46468,OH,walgreens,POINT (-81.4761703 41.5194829)
46469,OH,walgreens,POINT (-81.5807059 41.5324144)
46470,OH,walgreens,POINT (-81.525998 41.6110401)
46479,OH,cvs,POINT (-81.6458857 41.4484739)
46484,OH,cvs,POINT (-81.389614 41.4315387)
46487,OH,cvs,POINT (-80.9444512 41.8059017)
46495,OH,walgreens,POINT (-81.4248166 40.8363504)
46498,OH,walgreens,POINT (-81.5884127 41.029927)
46503,OH,walgreens,POINT (-81.4675866 41.0852123)
46504,OH,walgreens,POINT (-81.5446053 41.096464)
46507,OH,walgreens,POINT (-81.4418928 40.878516)
46508,OH,walgreens,POINT (-81.3644338 40.8755133)
46511,OH,cvs,POINT (-81.3375243 41.4121295)
46515,OH,"walmart, wal-mart",POINT (-81.2265228 41.5861002)
46520,OH,"walmart, wal-mart",POINT (-80.630787 41.0290586)
46524,OH,cvs,POINT (-81.4277944 41.0323212)
46525,OH,cvs,POINT (-81.5298104 41.3413436)
46526,OH,cvs,POINT (-81.4987933 41.0772074)
46530,OH,cvs,POINT (-81.5778976 41.113881)
46535,NY,"walmart, wal-mart",POINT (-79.2999225 42.0969873)
46536,OH,walgreens,POINT (-80.7114854 41.0619119)
46540,OH,walgreens,POINT (-80.6620389 41.0248504)
46549,OH,cvs,POINT (-81.3444829 41.2616918)
46550,OH,cvs,POINT (-81.3492549 41.3179667)
46552,OH,walgreens,POINT (-81.3606488 41.7054954)
46572,OH,cvs,POINT (-81.6452882 41.099637)
46578,OH,"walmart, wal-mart",POINT (-81.519245 41.3100852)
46581,OH,"walmart, wal-mart",POINT (-81.4799445 41.1659582)
46592,OH,"walmart, wal-mart",POINT (-81.3619767 41.2526071)
46600,OH,walgreens,POINT (-80.7117512 41.1038732)
46613,PA,cvs,POINT (-79.8644687 40.3512869)
46614,PA,cvs,POINT (-79.794197 40.4321312)
46617,PA,walgreens,POINT (-80.2211634 40.5177065)
46623,PA,"walmart, wal-mart",POINT (-79.9464747 40.6231627)
46627,PA,walgreens,POINT (-79.9131089 40.4055938)
46632,PA,walgreens,POINT (-79.8944393 40.4466602)
46640,PA,walgreens,POINT (-80.0105402 40.5300979)
46641,PA,cvs,POINT (-79.8891896 40.4215948)
46642,PA,cvs,POINT (-79.8864418 40.4438518)
46650,PA,walgreens,POINT (-79.8418577 40.4611348)
46653,PA,walgreens,POINT (-80.1358525 40.7933503)
46658,PA,walgreens,POINT (-80.1019468 40.689187)
46666,PA,cvs,POINT (-80.2560146 40.5697612)
46667,PA,cvs,POINT (-80.3738668 40.7735637)
46669,PA,walgreens,POINT (-80.3812579 40.7759077)
46670,PA,walgreens,POINT (-80.2849955 40.7001593)
46676,PA,cvs,POINT (-80.0723367 42.127271)
46685,PA,"walmart, wal-mart",POINT (-79.6123388 41.9339957)
46686,PA,"walmart, wal-mart",POINT (-79.9679852 42.1593716)
46690,PA,"walmart, wal-mart",POINT (-79.8456553 40.1385438)
46691,OH,cvs,POINT (-81.4892917 41.1612303)
46695,OH,cvs,POINT (-80.6409514 40.3673834)
46696,PA,"walmart, wal-mart",POINT (-80.1762876 40.4473076)
46708,OH,walgreens,POINT (-81.5137033 41.0291397)
46722,PA,"walmart, wal-mart",POINT (-79.5450781 40.1278354)
46736,PA,"walmart, wal-mart",POINT (-80.3590387 41.4155065)
46739,PA,cvs,POINT (-79.3825277 41.2137908)
46770,PA,"walmart, wal-mart",POINT (-79.5815269 40.3088942)
46783,OH,"walmart, wal-mart",POINT (-81.6926993 41.4615848)
46785,OH,walgreens,POINT (-81.5642697 41.4490572)
46790,OH,cvs,POINT (-81.6871253 41.4999506)
46791,OH,cvs,POINT (-81.6235743 41.3191673)
46792,OH,cvs,POINT (-81.5253664 41.3881819)
46794,OH,cvs,POINT (-81.5657701 41.5005744)
46795,OH,cvs,POINT (-81.6897485 41.5030267)
46796,OH,cvs,POINT (-81.589514 41.4844804)
46798,OH,"walmart, wal-mart",POINT (-81.4405537 41.5189217)
46802,OH,walgreens,POINT (-81.535471 41.5016788)
46803,OH,walgreens,POINT (-81.4386758 41.3889712)
46804,OH,walgreens,POINT (-81.5409707 41.3953728)
46805,OH,walgreens,POINT (-81.5379278 41.4648682)
46806,OH,walgreens,POINT (-81.5224842 41.5209204)
46808,OH,cvs,POINT (-81.5609016 41.4652045)
46817,OH,cvs,POINT (-80.5608863 41.9442823)
46820,OH,walgreens,POINT (-81.4465951 40.791858)
46821,OH,"walmart, wal-mart",POINT (-81.4220689 40.7940803)
46823,OH,walgreens,POINT (-81.5766393 41.1133843)
46827,OH,walgreens,POINT (-81.5026701 40.8205604)
46828,OH,walgreens,POINT (-81.439102 41.1662193)
46829,OH,walgreens,POINT (-81.5688043 41.0830761)
46834,NY,cvs,POINT (-79.3284402 42.4836233)
46835,NY,cvs,POINT (-79.5745503 42.3250587)
46839,OH,"walmart, wal-mart",POINT (-81.389965 41.3501663)
46843,OH,"walmart, wal-mart",POINT (-80.5864254 40.6640399)
46848,OH,cvs,POINT (-81.3371903 41.5217295)
46849,OH,cvs,POINT (-81.2118216 41.5838919)
46860,OH,cvs,POINT (-80.7017972 41.1033606)
46861,OH,cvs,POINT (-81.4792785 41.5832151)
46862,OH,cvs,POINT (-80.6151956 41.0467024)
46863,OH,cvs,POINT (-81.3158102 41.6750305)
46864,NY,walgreens,POINT (-79.3289696 42.4844663)
46866,OH,walgreens,POINT (-80.6453994 41.0602904)
46869,OH,cvs,POINT (-81.3586751 41.1497108)
46874,OH,walgreens,POINT (-81.047846 41.8025147)
46876,OH,walgreens,POINT (-81.3025175 41.6792765)
46878,OH,"walmart, wal-mart",POINT (-81.3077061 41.6788106)
46881,OH,walgreens,POINT (-81.2411083 41.1572734)
46883,OH,"walmart, wal-mart",POINT (-81.3838642 41.0976707)
46885,OH,walgreens,POINT (-80.7316431 41.3201896)
46889,OH,cvs,POINT (-80.8674585 41.258423)
46899,OH,cvs,POINT (-80.7396111 41.2055273)
46907,OH,"walmart, wal-mart",POINT (-80.6695215 40.3655204)
46913,OH,cvs,POINT (-81.3403632 40.9661996)
46916,OH,cvs,POINT (-81.4687017 40.5174273)
46919,OH,"walmart, wal-mart",POINT (-81.4703088 40.4958513)
46930,OH,walgreens,POINT (-81.5379299 41.5671645)
46931,PA,cvs,POINT (-80.0826463 40.3979384)
46932,PA,cvs,POINT (-79.7410205 40.4390608)
46937,PA,"walmart, wal-mart",POINT (-79.7129793 40.646909)
46945,PA,walgreens,POINT (-80.0278745 40.3457472)
46947,PA,"walmart, wal-mart",POINT (-79.8247273 40.3872188)
46954,PA,cvs,POINT (-79.9490722 40.4534519)
46955,PA,cvs,POINT (-79.9237596 40.460717)
46956,PA,cvs,POINT (-80.0355293 40.3935848)
46957,PA,cvs,POINT (-79.8421468 40.4598716)
46967,PA,walgreens,POINT (-80.0431402 40.5862389)
46975,PA,walgreens,POINT (-79.9663445 40.3406347)
46981,PA,"walmart, wal-mart",POINT (-80.1055805 40.6876725)
46984,PA,cvs,POINT (-80.0698035 40.439017)
46994,PA,cvs,POINT (-80.1443857 42.0741027)
46995,PA,cvs,POINT (-80.0440455 42.1280441)
46996,PA,cvs,POINT (-80.0496333 42.107959)
46997,PA,cvs,POINT (-80.105704 42.0996849)
47003,PA,"walmart, wal-mart",POINT (-80.0411651 42.1230003)
47004,PA,walgreens,POINT (-80.0034427 40.4419472)
47007,PA,walgreens,POINT (-79.9264323 40.4592332)
47013,PA,"walmart, wal-mart",POINT (-79.5900874 40.3990822)
47021,OH,cvs,POINT (-81.590625 41.0099508)
47050,PA,"walmart, wal-mart",POINT (-80.2139027 41.6222817)
47053,PA,walgreens,POINT (-80.4930562 41.2324513)
47055,PA,"walmart, wal-mart",POINT (-80.1145936 41.168171)
47061,PA,"walmart, wal-mart",POINT (-80.394508 41.0088727)
47062,PA,cvs,POINT (-80.3550381 41.0198043)
47063,PA,cvs,POINT (-80.3345385 40.9938596)
47080,PA,"walmart, wal-mart",POINT (-80.221666 40.182667)
47088,PA,walgreens,POINT (-79.74744 40.5879208)
47090,PA,cvs,POINT (-79.5098082 40.3046553)
47099,PA,walgreens,POINT (-80.1476771 41.6405693)
47101,OH,walgreens,POINT (-81.5715396 41.5794643)
47102,NY,cvs,POINT (-79.238585 42.0935859)
47104,OH,cvs,POINT (-81.4370846 41.5211382)
47105,OH,cvs,POINT (-81.6070895 41.4176814)
47108,OH,cvs,POINT (-81.518856 41.5194323)
47110,OH,walgreens,POINT (-81.5955193 41.401373)
47111,OH,cvs,POINT (-81.4798429 41.4618955)
47112,OH,walgreens,POINT (-81.6105491 41.4226586)
47113,OH,walgreens,POINT (-81.4412414 41.5207889)
47114,OH,walgreens,POINT (-81.5666373 41.4172619)
47119,OH,cvs,POINT (-81.5206813 41.5009113)
47120,OH,cvs,POINT (-81.4379607 41.5400248)
47132,OH,cvs,POINT (-80.7730737 41.8751485)
47133,OH,walgreens,POINT (-80.7826848 41.8701778)
47138,OH,walgreens,POINT (-81.3771136 40.8099677)
47140,OH,"walmart, wal-mart",POINT (-80.7496506 41.8833983)
47144,OH,"walmart, wal-mart",POINT (-81.5228613 40.7655177)
47145,OH,"walmart, wal-mart",POINT (-81.4334084 40.8708484)
47150,OH,walgreens,POINT (-81.6104276 41.1290185)
47151,OH,walgreens,POINT (-81.3982477 40.8686735)
47157,OH,cvs,POINT (-80.7413069 41.0241597)
47163,OH,"walmart, wal-mart",POINT (-80.7737342 41.0974876)
47164,OH,cvs,POINT (-81.4396323 41.2225503)
47165,OH,cvs,POINT (-81.4408625 41.1588643)
47171,OH,cvs,POINT (-81.545712 41.1370111)
47172,NY,walgreens,POINT (-79.2377138 42.0911862)
47176,NY,"walmart, wal-mart",POINT (-79.3132594 42.453712)
47182,OH,walgreens,POINT (-80.6662527 41.1331451)
47183,OH,walgreens,POINT (-80.6160323 41.0245788)
47186,OH,cvs,POINT (-80.633075 41.0374613)
47187,OH,cvs,POINT (-81.3789774 41.7009634)
47192,OH,cvs,POINT (-81.3925613 41.0514253)
47193,OH,cvs,POINT (-81.2387194 41.1570952)
47195,OH,walgreens,POINT (-81.448574 41.6429954)
47201,OH,"walmart, wal-mart",POINT (-81.0719924 41.8046348)
47207,OH,"walmart, wal-mart",POINT (-81.4891976 40.992441)
47209,OH,cvs,POINT (-80.8100193 41.2358903)
47210,OH,cvs,POINT (-80.5856506 41.1560134)
47217,OH,cvs,POINT (-80.7813328 41.2668079)
47219,OH,walgreens,POINT (-81.3590373 41.1505201)
47225,OH,walgreens,POINT (-80.5682017 41.1559538)
47226,OH,walgreens,POINT (-80.8299633 41.2343128)
47228,OH,"walmart, wal-mart",POINT (-80.7717114 41.2740899)
47230,OH,"walmart, wal-mart",POINT (-80.817593 40.8996358)
47241,PA,cvs,POINT (-80.052431 40.4935346)
47242,PA,cvs,POINT (-79.9468287 40.5898267)
47243,PA,walgreens,POINT (-80.0913234 40.3881751)
47250,PA,cvs,POINT (-80.051927 40.3824963)
47255,PA,walgreens,POINT (-80.0724434 40.4394023)
47270,PA,cvs,POINT (-79.9994309 40.4393192)
47273,PA,cvs,POINT (-79.927624 40.4437997)
47275,PA,cvs,POINT (-80.0553196 40.3465235)
47279,PA,walgreens,POINT (-79.841715 40.525276)
47292,PA,cvs,POINT (-80.0011482 40.4406198)
47293,PA,walgreens,POINT (-80.072497 40.4125804)
47311,PA,"walmart, wal-mart",POINT (-79.9431415 40.8781425)
47329,PA,walgreens,POINT (-80.0036051 42.1453529)
47331,PA,cvs,POINT (-80.1453496 42.1005577)
47332,PA,cvs,POINT (-79.6536977 41.9340003)
47333,PA,cvs,POINT (-80.1310109 41.8753954)
47334,PA,cvs,POINT (-79.8428395 42.213934)
47343,PA,cvs,POINT (-80.2590425 40.84771)
47351,PA,"walmart, wal-mart",POINT (-80.0821759 42.0570343)
47352,PA,"walmart, wal-mart",POINT (-80.174119 41.8767266)
47353,PA,"walmart, wal-mart",POINT (-80.1892351 42.0724662)
47356,PA,"walmart, wal-mart",POINT (-80.3836385 40.7822648)
47365,PA,cvs,POINT (-79.8428837 40.1397009)
47386,PA,walgreens,POINT (-79.7560403 40.5519367)
47403,PA,"walmart, wal-mart",POINT (-79.3830347 40.282496)
47406,PA,cvs,POINT (-79.3902226 40.283313)
47410,PA,"walmart, wal-mart",POINT (-80.4528511 41.249773)
47413,PA,walgreens,POINT (-80.4503552 41.2339163)
47415,PA,"walmart, wal-mart",POINT (-79.2267821 40.4424556)
47421,PA,"walmart, wal-mart",POINT (-79.3961446 41.1887606)
47425,WV,"walmart, wal-mart",POINT (-80.5494178 40.3900663)
47437,PA,walgreens,POINT (-80.2524995 40.170879)
47440,PA,cvs,POINT (-80.2500179 40.1714363)
47468,OH,cvs,POINT (-80.651747 41.1128923)
47488,NY,walgreens,POINT (-78.7383174 42.9183145)
47489,NY,walgreens,POINT (-78.8196301 42.9577068)
47490,NY,"walmart, wal-mart",POINT (-78.8187434 43.0085413)
47491,NY,walgreens,POINT (-78.868907 42.9589633)
47505,NY,walgreens,POINT (-78.8002731 42.9789888)
47506,NY,walgreens,POINT (-78.6961501 43.0338673)
47508,NY,walgreens,POINT (-78.6474356 42.9691448)
47519,NY,cvs,POINT (-78.8347917 42.9585946)
47525,NY,cvs,POINT (-78.8261519 42.7248731)
47527,NY,walgreens,POINT (-78.8367288 42.9802928)
47528,NY,walgreens,POINT (-78.8732906 42.9814191)
47530,NY,walgreens,POINT (-78.8039884 42.828771)
47546,NY,walgreens,POINT (-77.5996177 43.196693)
47547,NY,walgreens,POINT (-77.8047257 43.1206957)
47548,NY,cvs,POINT (-77.5774396 43.1476778)
47555,NY,cvs,POINT (-77.5926557 43.1202189)
47558,NY,cvs,POINT (-77.4644626 43.2072483)
47559,NY,walgreens,POINT (-77.7005728 43.170133)
47567,NY,walgreens,POINT (-78.6977777 43.1681681)
47568,NY,cvs,POINT (-79.0362905 43.1713154)
47589,NY,cvs,POINT (-77.3558409 42.9736433)
47594,NY,"walmart, wal-mart",POINT (-77.0217638 42.8597394)
47597,NY,cvs,POINT (-78.1959859 43.0011574)
47605,NY,"walmart, wal-mart",POINT (-77.2398728 42.8762052)
47608,NY,walgreens,POINT (-77.268186 42.8788959)
47611,NY,cvs,POINT (-77.5891216 42.5681973)
47612,NY,walgreens,POINT (-77.0566585 42.6601681)
47616,NY,"walmart, wal-mart",POINT (-77.3579239 43.0663973)
47622,NY,walgreens,POINT (-77.4920369 43.1323117)
47633,NY,walgreens,POINT (-78.782792 42.949945)
47650,NY,"walmart, wal-mart",POINT (-78.8717309 42.7429147)
47652,NY,"walmart, wal-mart",POINT (-78.7782854 42.9051279)
47653,NY,"walmart, wal-mart",POINT (-78.6937482 42.9832123)
47655,NY,cvs,POINT (-78.8746844 42.8860195)
47661,NY,cvs,POINT (-78.8712255 42.9802209)
47663,NY,walgreens,POINT (-78.7864817 42.8650396)
47672,NY,cvs,POINT (-78.7778323 42.6858144)
47673,NY,cvs,POINT (-78.7531172 42.8032131)
47676,NY,walgreens,POINT (-78.966967 43.0249234)
47680,NY,"walmart, wal-mart",POINT (-77.7241972 43.2146017)
47684,NY,cvs,POINT (-77.6068163 43.0692352)
47685,NY,cvs,POINT (-77.7091057 43.1223277)
47689,NY,cvs,POINT (-77.6298443 43.1929321)
47691,NY,walgreens,POINT (-77.4458475 43.2096931)
47694,NY,"walmart, wal-mart",POINT (-77.6227262 43.0806418)
47698,NY,walgreens,POINT (-79.047708 43.0951286)
47699,NY,"walmart, wal-mart",POINT (-78.6936575 43.1438428)
47710,NY,walgreens,POINT (-77.9930246 42.9781914)
47719,NY,walgreens,POINT (-78.8236791 43.0352996)
47720,NY,"walmart, wal-mart",POINT (-77.4363656 43.0159442)
47728,NY,cvs,POINT (-77.0631798 43.2367952)
47738,NY,cvs,POINT (-78.7851879 42.9498814)
47744,NY,cvs,POINT (-78.8229693 42.7967206)
47746,NY,cvs,POINT (-78.8780739 42.9410711)
47753,NY,walgreens,POINT (-78.8738619 42.9017806)
47756,NY,walgreens,POINT (-78.696384 42.9012326)
47757,NY,walgreens,POINT (-78.6961641 42.9898407)
47762,NY,walgreens,POINT (-78.7547487 42.9606812)
47768,NY,walgreens,POINT (-78.8763079 43.0198289)
47774,NY,cvs,POINT (-78.6107898 42.7681803)
47776,NY,walgreens,POINT (-79.0482663 42.6389476)
47781,NY,cvs,POINT (-77.6959048 43.238923)
47784,NY,walgreens,POINT (-77.6091987 43.0679538)
47787,NY,walgreens,POINT (-77.5612102 43.2041322)
47794,NY,cvs,POINT (-77.7904406 43.2860441)
47796,NY,cvs,POINT (-77.6169519 43.1243126)
47800,NY,cvs,POINT (-77.5855209 43.187826)
47801,NY,cvs,POINT (-77.560946 43.1238483)
47808,NY,"walmart, wal-mart",POINT (-77.6889999 43.1337742)
47809,NY,"walmart, wal-mart",POINT (-77.4981467 43.1904294)
47816,NY,cvs,POINT (-78.8767676 43.0506104)
47818,NY,"walmart, wal-mart",POINT (-78.9788989 43.0942348)
47831,NY,walgreens,POINT (-77.0007722 42.8569787)
47838,NY,cvs,POINT (-77.5055441 42.7891334)
47846,NY,walgreens,POINT (-77.1125697 43.0472553)
47849,NY,"walmart, wal-mart",POINT (-78.1282803 42.7672647)
47853,NY,cvs,POINT (-78.7849756 42.9777876)
47858,NY,cvs,POINT (-78.8459706 42.947949)
47859,NY,cvs,POINT (-78.8024667 42.8783422)
47860,NY,cvs,POINT (-78.7068575 42.8670406)
47862,NY,walgreens,POINT (-78.8508652 42.9479302)
47882,NY,"walmart, wal-mart",POINT (-77.9277585 43.1969753)
47886,NY,cvs,POINT (-77.4398422 43.1326366)
47896,NY,cvs,POINT (-77.7051749 43.1696787)
47898,NY,cvs,POINT (-77.6583309 43.2272405)
47899,NY,cvs,POINT (-77.5489199 43.1598093)
47900,NY,walgreens,POINT (-77.7435329 43.1077548)
47901,NY,walgreens,POINT (-77.5934175 43.126233)
47903,NY,cvs,POINT (-77.5013647 43.1912294)
47905,NY,"walmart, wal-mart",POINT (-77.5967913 43.1943027)
47907,NY,cvs,POINT (-78.8835472 43.1421468)
47910,NY,walgreens,POINT (-78.8790756 43.0516137)
47933,NY,"walmart, wal-mart",POINT (-78.2081067 43.0136804)
47936,NY,"walmart, wal-mart",POINT (-77.7884157 42.8025653)
47945,NY,"walmart, wal-mart",POINT (-78.2260087 43.2341746)
47947,NY,cvs,POINT (-77.0565507 42.6546385)
47950,NY,"walmart, wal-mart",POINT (-76.8409997 42.9076376)
47954,NY,"walmart, wal-mart",POINT (-77.0576119 43.0517369)
47955,NY,cvs,POINT (-77.3191767 43.0650286)
47958,NY,walgreens,POINT (-78.7689485 42.7718888)
47979,NY,cvs,POINT (-77.7325983 42.909723)
47980,NY,walgreens,POINT (-77.443065 43.0690945)
47991,PA,cvs,POINT (-77.4457305 41.1314991)
47994,PA,"walmart, wal-mart",POINT (-76.7727452 40.2615387)
47996,PA,"walmart, wal-mart",POINT (-78.4328943 40.3703461)
47997,NY,cvs,POINT (-78.4302986 42.0833408)
48011,NY,cvs,POINT (-77.7101866 42.5651018)
48012,PA,cvs,POINT (-76.8017755 40.8906889)
48015,PA,cvs,POINT (-77.0427995 41.2530375)
48021,PA,cvs,POINT (-77.8017791 40.8322197)
48024,PA,cvs,POINT (-77.8617942 40.7939371)
48025,PA,cvs,POINT (-78.4025875 40.4819741)
48030,PA,cvs,POINT (-76.8927745 40.230956)
48031,PA,cvs,POINT (-76.9714257 40.2367348)
48032,PA,cvs,POINT (-77.1722482 40.2006318)
48047,PA,"walmart, wal-mart",POINT (-76.7917853 40.5558363)
48048,PA,cvs,POINT (-76.9475322 40.2868902)
48051,NY,"walmart, wal-mart",POINT (-76.8634519 42.3807097)
48053,NY,"walmart, wal-mart",POINT (-77.1068507 42.1555743)
48072,PA,cvs,POINT (-76.855381 41.0164217)
48073,PA,cvs,POINT (-76.7890929 40.8663046)
48081,PA,cvs,POINT (-76.8498802 40.3321342)
48082,PA,cvs,POINT (-76.8807296 40.2603556)
48087,PA,"walmart, wal-mart",POINT (-77.066653 41.7838077)
48088,PA,cvs,POINT (-77.0810355 41.8116533)
48093,PA,cvs,POINT (-76.8197337 40.3013981)
48100,PA,cvs,POINT (-76.8568616 40.8113888)
48104,PA,"walmart, wal-mart",POINT (-78.9807191 40.9276902)
48107,PA,cvs,POINT (-78.6777547 41.4874455)
48109,PA,"walmart, wal-mart",POINT (-78.5632424 41.3911037)
48117,PA,cvs,POINT (-79.1444371 41.8442702)
48123,NY,"walmart, wal-mart",POINT (-78.6931882 42.5009426)
48126,NY,walgreens,POINT (-78.4780089 42.5306897)
48129,NY,cvs,POINT (-79.1977683 42.1182256)
48132,NY,walgreens,POINT (-76.8086269 42.0920236)
48137,PA,cvs,POINT (-76.861933 41.0833492)
48141,PA,cvs,POINT (-76.8281927 41.2413536)
48142,PA,"walmart, wal-mart",POINT (-76.9191603 41.2622238)
48144,PA,cvs,POINT (-77.03635 40.9226286)
48145,PA,cvs,POINT (-76.8853017 40.9645686)
48156,PA,"walmart, wal-mart",POINT (-78.7503 40.4754376)
48161,PA,cvs,POINT (-76.987424 40.1817068)
48162,PA,cvs,POINT (-76.908782 40.2410664)
48181,NY,"walmart, wal-mart",POINT (-77.6691484 42.3464806)
48189,PA,cvs,POINT (-76.7771678 40.2610468)
48193,PA,cvs,POINT (-77.5723696 40.5983473)
48198,PA,cvs,POINT (-77.5711694 40.6323778)
48203,PA,cvs,POINT (-77.2738444 41.2014804)
48209,PA,cvs,POINT (-76.9609164 40.5341143)
48214,PA,cvs,POINT (-78.7269252 41.123978)
48219,PA,cvs,POINT (-79.189394 40.6096709)
48221,PA,cvs,POINT (-78.43713 41.0276894)
48227,PA,"walmart, wal-mart",POINT (-78.608945 41.978468)
48228,PA,cvs,POINT (-78.6445201 41.956832)
48242,PA,walgreens,POINT (-76.9304358 40.2607698)
48244,PA,"walmart, wal-mart",POINT (-79.1510259 41.8821886)
48248,NY,"walmart, wal-mart",POINT (-78.4680799 42.0803901)
48255,PA,cvs,POINT (-76.8934868 40.9676217)
48264,PA,walgreens,POINT (-78.4036428 40.4795177)
48271,PA,"walmart, wal-mart",POINT (-77.8975262 40.8100519)
48275,PA,cvs,POINT (-77.0051119 40.2115556)
48285,PA,"walmart, wal-mart",POINT (-76.8789653 40.9915992)
48293,PA,cvs,POINT (-76.9351589 40.2393433)
48296,PA,cvs,POINT (-78.2294529 40.9021701)
48300,NY,walgreens,POINT (-77.0514285 42.1418251)
48303,PA,cvs,POINT (-76.7898265 40.5579378)
48311,NY,cvs,POINT (-76.8664917 42.3696597)
48317,PA,cvs,POINT (-76.82062 40.2572945)
48323,PA,"walmart, wal-mart",POINT (-78.044257 40.490695)
48328,PA,cvs,POINT (-77.2978374 41.7503434)
48333,PA,"walmart, wal-mart",POINT (-78.7376601 41.1267708)
48335,PA,"walmart, wal-mart",POINT (-79.1948273 40.6034522)
48357,NY,walgreens,POINT (-77.9445745 42.120308)
48360,NY,walgreens,POINT (-76.8037975 42.0781279)
48361,NY,"walmart, wal-mart",POINT (-76.8792386 42.1519307)
48375,PA,"walmart, wal-mart",POINT (-78.4055292 40.455447)
48379,PA,cvs,POINT (-77.7825508 40.9106409)
48383,PA,"walmart, wal-mart",POINT (-78.8458938 40.2766513)
48384,PA,"walmart, wal-mart",POINT (-77.8081079 40.8327038)
48388,PA,cvs,POINT (-77.0537662 40.2403526)
48390,PA,cvs,POINT (-76.8318023 40.1770361)
48394,PA,cvs,POINT (-77.1942491 40.1919137)
48397,NY,walgreens,POINT (-77.3305755 42.3372232)
48401,PA,"walmart, wal-mart",POINT (-77.0233144 40.2482305)
48402,PA,"walmart, wal-mart",POINT (-77.1943916 40.1893219)
48410,PA,"walmart, wal-mart",POINT (-77.6114031 40.5813337)
48412,PA,cvs,POINT (-77.0012615 41.2317022)
48422,PA,cvs,POINT (-76.7869896 40.3204737)
48432,PA,"walmart, wal-mart",POINT (-77.4805657 41.1167448)
48434,PA,"walmart, wal-mart",POINT (-78.4008187 41.0320071)
48448,PA,"walmart, wal-mart",POINT (-76.8450433 40.8229155)
48460,PA,cvs,POINT (-77.887484 40.8031365)
48466,PA,cvs,POINT (-76.7564161 40.1992445)
48468,PA,cvs,POINT (-76.846255 40.2986935)
48481,PA,walgreens,POINT (-75.243488 40.2403078)
48483,NJ,cvs,POINT (-74.6733358 40.5703605)
48484,PA,cvs,POINT (-74.9540565 40.1738082)
48485,NJ,cvs,POINT (-74.3130555 40.4024782)
48487,PA,cvs,POINT (-75.3415294 40.5884794)
