,STATE,geometry
374,ID,POINT (-116.506043 43.6050480000001)
375,ID,POINT (-116.568746 43.5820780000001)
376,ID,POINT (-116.573325 43.549405)
377,ID,POINT (-116.568984 43.550346)
378,ID,POINT (-116.435221 43.6192790000001)
379,ID,POINT (-116.391517 43.616068)
380,ID,POINT (-116.391522 43.614964)
381,ID,POINT (-116.352243 43.663008)
382,ID,POINT (-116.341381 43.691964)
383,ID,POINT (-116.345709 43.694713)
384,ID,POINT (-116.344062 43.6967480000001)
385,ID,POINT (-116.341994 43.661103)
386,ID,POINT (-116.358192 43.5889080000001)
387,ID,POINT (-116.934242 43.6176540000001)
388,ID,POINT (-116.350667 43.590362)
389,ID,POINT (-116.332582 43.6109200000001)
390,ID,POINT (-116.334411 43.605917)
391,ID,POINT (-116.689598 43.6642000000001)
392,ID,POINT (-116.938732 43.620682)
393,ID,POINT (-116.420738 43.4905120000001)
394,ID,POINT (-116.393548 43.4721030000001)
395,ID,POINT (-116.253085 43.651484)
396,ID,POINT (-116.31127 43.619489)
397,ID,POINT (-116.300406 43.6194790000001)
398,ID,POINT (-116.324419 43.609446)
399,ID,POINT (-116.290275 43.609875)
400,ID,POINT (-116.282461 43.611315)
401,ID,POINT (-116.28393 43.608167)
402,ID,POINT (-116.290174 43.6048470000001)
403,ID,POINT (-116.250021 43.6174090000001)
404,ID,POINT (-116.271588 43.6044410000001)
405,ID,POINT (-116.205821 43.6132440000001)
406,ID,POINT (-116.20113 43.6125940000001)
407,ID,POINT (-116.216722 43.6143670000001)
408,ID,POINT (-116.213485 43.613211)
409,ID,POINT (-116.193379 43.609765)
410,ID,POINT (-116.203648 43.6111070000001)
411,ID,POINT (-116.211693 43.6121870000001)
412,ID,POINT (-116.179493 43.5961120000001)
413,ID,POINT (-116.174825 43.5908930000001)
414,ID,POINT (-116.194162 43.608282)
415,ID,POINT (-116.190424 43.6039680000001)
416,ID,POINT (-116.173506 43.5864350000001)
417,ID,POINT (-116.193414 43.6014040000001)
418,ID,POINT (-116.213517 43.5672730000001)
419,ID,POINT (-116.274132 43.578514)
420,ID,POINT (-116.220298 43.5708690000001)
421,ID,POINT (-116.197606 43.5652940000001)
422,ID,POINT (-116.219126 43.5734400000001)
423,ID,POINT (-116.350979 43.5838450000001)
424,ID,POINT (-116.186739 43.5709450000001)
425,ID,POINT (-116.296472 43.593258)
426,ID,POINT (-116.213792 43.5814310000001)
427,ID,POINT (-116.24515 43.589794)
428,ID,POINT (-116.176111 43.5797450000001)
429,ID,POINT (-116.240737 43.6115390000001)
430,ID,POINT (-115.990844 43.3891090000001)
431,ID,POINT (-116.177975 43.59504)
432,ID,POINT (-116.798861 47.713852)
433,ID,POINT (-116.893685 47.814084)
434,ID,POINT (-116.969391 47.7702880000001)
435,ID,POINT (-116.787832 47.7518140000001)
436,ID,POINT (-116.786678 47.7345320000001)
437,ID,POINT (-116.790061 47.7332490000001)
438,ID,POINT (-116.798861 47.713852)
439,ID,POINT (-116.78703 47.700769)
440,ID,POINT (-116.78932 47.6947630000001)
441,ID,POINT (-116.791926 47.6828630000001)
442,ID,POINT (-116.776826 47.6735410000001)
443,ID,POINT (-116.783862 47.673505)
444,ID,POINT (-116.91221 47.710673)
445,ID,POINT (-116.915709 47.709374)
446,ID,POINT (-116.940043 47.714325)
447,ID,POINT (-116.996294 47.711171)
448,ID,POINT (-117.00975 47.7022000000001)
449,ID,POINT (-116.921399 48.180661)
450,WA,POINT (-117.044071 48.179046)
451,WA,POINT (-117.055035 48.1827730000001)
452,ID,POINT (-116.551877 48.274164)
453,ID,POINT (-116.5478 48.274208)
454,WA,POINT (-117.099559 47.657676)
455,ID,POINT (-116.532308 48.3043260000001)
456,WA,POINT (-117.19677 47.6896410000001)
457,WA,POINT (-117.196464 47.659324)
458,ID,POINT (-115.927463 47.47166)
459,ID,POINT (-116.122886 47.5406590000001)
460,ID,POINT (-116.125807 47.5382450000001)
461,ID,POINT (-116.787629 47.7445240000001)
462,WA,POINT (-117.481513 47.947663)
463,WA,POINT (-117.238229 47.6861960000001)
464,WA,POINT (-117.256417 47.688405)
465,ID,POINT (-116.316278 48.687776)
466,ID,POINT (-116.516407 48.328112)
467,ID,POINT (-116.56022 47.315211)
468,WA,POINT (-117.199978 47.6570070000001)
469,WA,POINT (-117.241086 47.6716870000001)
470,WA,POINT (-117.258685 47.6807170000001)
471,WA,POINT (-117.282804 47.6634910000001)
472,WA,POINT (-117.282287 47.656974)
473,WA,POINT (-117.364413 46.883852)
474,MT,POINT (-115.55833 48.389079)
475,MT,POINT (-115.55419 48.390673)
476,MT,POINT (-115.100444 47.301496)
477,MT,POINT (-113.994523 46.8723140000001)
478,MT,POINT (-114.008181 46.853211)
479,MT,POINT (-113.997307 46.8494230000001)
480,MT,POINT (-114.014931 46.8515310000001)
481,MT,POINT (-113.997811 46.871544)
482,MT,POINT (-113.995045 46.8695530000001)
483,MT,POINT (-113.995304 46.870277)
484,MT,POINT (-113.996308 46.871655)
485,MT,POINT (-114.021969 46.847949)
486,MT,POINT (-113.992419 46.8716810000001)
487,MT,POINT (-113.994762 46.8735110000001)
488,MT,POINT (-114.022407 46.8461520000001)
489,MT,POINT (-114.039331 46.8732840000001)
490,MT,POINT (-113.982763 46.8578630000001)
491,MT,POINT (-114.021001 46.8797450000001)
492,MT,POINT (-113.98055 46.8680600000001)
493,MT,POINT (-114.039367 46.8609420000001)
494,MT,POINT (-114.028433 46.841434)
495,MT,POINT (-114.008558 46.8370760000001)
496,MT,POINT (-114.029542 46.8868670000001)
497,MT,POINT (-114.03699 46.8922440000001)
498,MT,POINT (-114.03966 46.8950990000001)
499,MT,POINT (-114.041002 46.8249860000001)
500,MT,POINT (-114.080385 46.921414)
501,MT,POINT (-113.967372 46.887387)
502,MT,POINT (-114.131263 46.9488840000001)
503,MT,POINT (-114.130947 46.9496290000001)
504,MT,POINT (-114.016542 46.8505250000001)
505,MT,POINT (-114.082698 46.748275)
506,MT,POINT (-114.096835 47.3842750000001)
507,MT,POINT (-114.096948 47.5097630000001)
508,MT,POINT (-113.479423 47.1747720000001)
509,MT,POINT (-114.101865 47.528735)
510,MT,POINT (-114.141077 47.692734)
511,MT,POINT (-114.163322 47.694169)
512,MT,POINT (-113.633134 47.3873750000001)
513,MT,POINT (-114.111065 46.522203)
514,MT,POINT (-114.178744 46.020178)
515,MT,POINT (-114.15352 46.2519140000001)
516,MT,POINT (-114.154725 46.240615)
517,MT,POINT (-114.156778 46.244849)
518,MT,POINT (-114.143903 46.418097)
519,MT,POINT (-114.162154 46.278439)
520,MT,POINT (-114.093841 46.5084810000001)
521,MT,POINT (-114.073082 48.062842)
522,MT,POINT (-114.078851 48.0742770000001)
523,MT,POINT (-114.277061 48.215716)
524,MT,POINT (-114.302521 48.1797310000001)
525,MT,POINT (-114.311292 48.1918420000001)
526,MT,POINT (-114.312763 48.196877)
