STATE,NAME,geometry
CA,walgreens,POINT (-119.1607284 34.1739069)
CA,walgreens,POINT (-118.8829131 34.2784768)
CA,walgreens,POINT (-120.4362247 34.9598399)
CA,walgreens,POINT (-119.1955426 34.1985163)
CA,walgreens,POINT (-120.4367841 34.9171872)
CA,walgreens,POINT (-120.4587175 34.6530093)
CA,walgreens,POINT (-119.1771087 34.2275841)
CA,walgreens,POINT (-118.9107301 34.1871493)
CA,walgreens,POINT (-118.3332438 33.7914466)
CA,walgreens,POINT (-118.1003606 33.9017972)
CA,walgreens,POINT (-117.7088718 33.5566882)
CA,walgreens,POINT (-117.9605267 33.8587396)
CA,walgreens,POINT (-117.5835336 33.8781009)
CA,walgreens,POINT (-117.8108495 33.7488469)
CA,walgreens,POINT (-117.9203784 33.7277983)
CA,walgreens,POINT (-117.5700122 33.8555997)
CA,walgreens,POINT (-117.8859096 33.7071622)
CA,walgreens,POINT (-117.8511912 33.7604419)
CA,walgreens,POINT (-117.8845953 33.7603642)
CA,walgreens,POINT (-117.5577615 33.9004632)
CA,walgreens,POINT (-117.7239237 33.5772183)
CA,walgreens,POINT (-117.7854859 33.6697638)
CA,walgreens,POINT (-118.3393772 33.8235212)
CA,walgreens,POINT (-117.954025 33.7309287)
CA,walgreens,POINT (-117.9374615 33.7160384)
